FOOD_NM,INGREDIENT
소떡소떡/60g,"마늘/껍질제거(깐것), 꼭지제거"
파인애플/방울토마토,토마토(대추방울토마토)
크림스프/브로콜리,당근
스파게티,토마토(완숙토마토)
양상추샐러드/키위소스,크랜베리/말린것(건조)
치즈떡갈비새우구이_떡갈새등,분말(파슬리분말)
크로와상30g,롤빵
유기농아이스크림,아이스크림/우유맛
콩나물무채국,"마늘/껍질제거(깐것), 꼭지제거"
닭카레볶음,당근
단배추나물,마늘/김치제조용
목화솜탕수/레몬소스,레몬
찰옥수수알밥,멥쌀(백미)
김치찌개/돈육,"마늘/껍질제거(깐것), 꼭지제거"
포크미트볼떡조림,"마늘/껍질제거(깐것), 꼭지제거"
달걀찜/기본,당근
다시마채무침,"마늘/껍질제거(깐것), 꼭지제거"
수박,수박
접어사각김밥,멥쌀(백미)
우동/부식,무(조선무)
매콤꼬지어묵/동인동,무(조선무)
물국수,당근
미니번햄버거/세트,토마토
양념김치/국수,"깨(참깨)/볶은것, 껍질제거(깐것)"
수제딸기에이드,설탕(백설탕)
참치비빔밥,멥쌀(백미)
치킨또띠아/라꾸라차,양파/껍질제거(깐것)
죠리퐁미숫가루,과자(튀김쌀과자)
찰현미밥,멥쌀(백미)
닭다리삼계탕,밤/껍질제거(깐것)
만두/비빔채소,당근
오이고추된장무침,"마늘/껍질제거(깐것), 꼭지제거"
계란맛살말이,당근
사과/파인애플,"사과(부사, 후지)"
팽이버섯된장국,"마늘/껍질제거(깐것), 꼭지제거"
토마토치즈샐러,토마토
제육볶음,배
지삼선,"마늘/껍질제거(깐것), 꼭지제거"
미소된장국,"마늘/껍질제거(깐것), 꼭지제거"
해물우동/매콤,"마늘/껍질제거(깐것), 꼭지제거"
돈까스덮밥/80g,멥쌀(백미)
단무지,단무지(반달슬라이스단무지)
골드키위/반,키위(골드키위)
혼합잡곡밥,멥쌀(백미)
순두부찌개/돈육,"마늘/껍질제거(깐것), 꼭지제거"
돈육메추리알장조림,"마늘/껍질제거(깐것), 꼭지제거"
참치마요/김구이,양파/껍질제거(깐것)
콩나물매콤무침,"마늘/껍질제거(깐것), 꼭지제거"
수제요구르트/블루베리요거트,바나나
눈꽃치즈목살필라프,멥쌀(백미)
들깨미역국/새알,디포리
달걀후라이,달걀
닭꼬지양념구이,"마늘/껍질제거(깐것), 꼭지제거"
수제청포도에이드,설탕(백설탕)
닭개장,"마늘/껍질제거(깐것), 꼭지제거"
실곤약야채무침,당근
고구마맛탕/츄러스,"생강/국산, 껍질제거(깐것)"
새송이너비아니구이/2개,큰느타리버섯(새송이버섯)
요구르트(80ml),발효유(액상요구르트)
근대된장국,"마늘/껍질제거(깐것), 꼭지제거"
오절판,당근
오리고기버섯볶음,당근
미니소세지페이스트리,페이스트리(치즈페이스트리)
돈코츠라멘,"마늘/껍질제거(깐것), 꼭지제거"
완두콩밥,멥쌀(백미)
모듬묵무침,당근
닭봉딸기잼구이/3개,"사과(부사, 후지)"
가자미포튀김,생강/껍질제거(깐것)
청포도/방울토마토,토마토(대추방울토마토)
단배추된장국,"마늘/껍질제거(깐것), 꼭지제거"
수제식혜,멥쌀(백미)
물만두국,"마늘/껍질제거(깐것), 꼭지제거"
근대나물무침,"마늘/껍질제거(깐것), 꼭지제거"
롱오징어튀김/동강,해바라기유
고등어포데리소스구이,"마늘/껍질제거(깐것), 꼭지제거"
방울어묵피망볶음,"마늘/껍질제거(깐것), 꼭지제거"
열대과일망고펀치/에이드,"망고/껍질제거(깐것), 조각낸것"
분모자찜닭,당근
오이/파프리카/쌈장,"마늘/껍질제거(깐것), 꼭지제거"
두부달걀전,달걀
아이스망고바,아이스망고
흔들도시락,멥쌀(백미)
볶음김치/흔들도시락,"깨(참깨)/볶은것, 껍질제거(깐것)"
단오수리취떡,떡(수리취팥떡)
수제레몬에이드,레몬
마늘쫑멸치볶음,마늘종
계란말이/시금치,당근
연어스테이크/데코/소스,토마토(방울토마토(체리토마토))
단호박스프/크루통,양파/껍질제거(깐것)
양상추황도샐러드/유자소스등,크랜베리/말린것(건조)
일미도라지무침,"도라지/껍질제거(깐것), 채썬것(세절)"
매운돈까스,양파/껍질제거(깐것)
자두쥬스/풀,"주스(자두주스, 플럼주스)"
캠핑구이/소감돈,파인애플
냉메밀국수,"마늘/껍질제거(깐것), 꼭지제거"
치킨스테이크,"마늘/껍질제거(깐것), 꼭지제거"
알감자꼬치/칠리소스,"감자(알감자)/삶은것, 껍질제거(깐것)"
짬뽕국/당면,당근
모듬탕수/레몬소스,레몬
애호박새송이볶음,"마늘/껍질제거(깐것), 꼭지제거"
수제치킨까스/머스터드,생강/껍질제거(깐것)
삼겹낙지덮밥,기능성멥쌀(쌀눈)
황태/북어계란국,"마늘/껍질제거(깐것), 꼭지제거"
콩나물무채무침,"마늘/껍질제거(깐것), 꼭지제거"
고구마고로케,토마토케첩/파우치포장
조랭이떡국,"마늘/껍질제거(깐것), 꼭지제거"
브로콜리/오징어/초고추장,"마늘/껍질제거(깐것), 꼭지제거"
닭갈비/치떡고,당근
김-1인/조미,김(구운김)/조미한것
과일화채/수박,바나나
목살찹스테이크덮밥,멥쌀(백미)
왕교자만두,"깨(참깨)/볶은것, 껍질제거(깐것)"
뻥크림,튀밥(튀긴쌀)
오색보리밥,멥쌀(백미)
잡채,당근
햄파슬리전,파슬리
청포도음료/플리또,주스(포도주스)
메추리알간장조림,고추(붉은고추(홍고추))
참나물배채무침,배
돼지고기후라이드/청마요소스,배
알타리무김치/1일,마늘/김치제조용
김치치즈밥,멥쌀(백미)
수제웨지감자/케첩,감자
닭통날개구이/75g,닭고기(닭날개)/냉장
트로피컬쥬스/풀,혼합주스(오렌지망고주스)
간장계란밥,멥쌀(백미)
노각무침,"마늘/껍질제거(깐것), 꼭지제거"
언양너비아니/숙주파채,"마늘/껍질제거(깐것), 꼭지제거"
제리뽀,푸딩
대만식샌드위치/수제,달걀
수제아이스티/복숭아,설탕(백설탕)
찰보리밥,멥쌀(백미)
닭곰탕,"마늘/껍질제거(깐것), 꼭지제거"
부추연근겉절이,"마늘/껍질제거(깐것), 꼭지제거"
코다리고구마강정,"땅콩/볶은것, 껍질제거(깐것), 조각낸것"
건새우아욱국,"마늘/껍질제거(깐것), 꼭지제거"
조랭이떡볶이/눈꽃치즈,"마늘/껍질제거(깐것), 꼭지제거"
맛밤쏙함박/소스,"사과(부사, 후지)"
수제요구르트/후르츠링,바나나
스팸마요덮밥,멥쌀(백미)
김치콩나물국,"마늘/껍질제거(깐것), 꼭지제거"
깻잎찜,당근
닭다리꼬지튀김/소스,해바라기유
귤반개,감귤(밀감)
통밀밥,멥쌀(백미)
삼치포데리소스구이,"마늘/껍질제거(깐것), 꼭지제거"
멜론,멜론(머스크멜론)
율무밥,멥쌀(백미)
우거지갈비탕,마늘
참나물무침,마늘
생선버섯탕수,마늘
배추김치,김치(배추김치)
캐플주스,주스(당근주스)
현미밥,멥쌀(백미)
대구지리,마늘
아몬드우엉조림,땅콩
훈제오븐닭구이,해바라기유
블루베리,블루베리
바나나,바나나
잔치국수,당근
아몬드팬케익,아몬드
기장수수밥,기장
어묵국,마늘
우엉콩조림,땅콩
오이김치,김치(오이소박이)
새우브로콜리숙회,"사과(부사, 후지)/친환경"
참외,참외
발아흑미밥,멥쌀(발아흑미)
김치콩나물국,마늘
팽이버섯무침,레몬
수제함박스테이크,배
석박지,김치(섞박지)
오렌지,오렌지
보리밥,멥쌀(백미)
들깨무채국,당근
가자미빵가루튀김,마늘
김구이,김(구운김)/조미한것
총각김치,김치(총각김치)
발아현미밥,멥쌀(백미)
쇠고기미역국,마늘
시금치나물,당근
삼겹살주꾸미볶음,"사과(부사, 후지)/친환경"
수제수박주스,수박
생크림케익,조각케이크(생크림조각케이크)
오이피클,피클(오이피클)
마카로니콘샐러드,사과
차조밥,멥쌀(백미)
닭개장,마늘
콩나물무침,마늘
브로콜리새우볶음,마늘
차수수밥,멥쌀(백미)
대구탕,마늘
감자닭찜,당근
숙주우엉잡채,마늘
토마토카프레제샐러드,토마토
낙지볶음밥,멥쌀(백미)
콩나물국,마늘
나박김치,김치(나박김치)
닭꼬치,물엿
사과,"사과(부사, 후지)/친환경"
완두콩밥,멥쌀(백미)
꽃게탕,마늘
올방개묵김무침,피망(홍피망)
열무김치,김치(열무김치)
황태콩나물무국,마늘
쫄면무침,"사과(부사, 후지)/친환경"
쇠고기버섯불고기,배
스승의날케익,케이크(치즈쌀케이크)
연두부새우탕,마늘
돼지갈비찜,밤
비름나물무침,마늘
칠분도미밥,멥쌀(백미)
애호박된장찌개,마늘
참나물된장무침,마늘
두부구이/양념장,당근
보쌈김치,김치(보쌈김치)
골드키위,키위(골드참다래)
제육덮밥,멥쌀(백미)
미역된장국,마늘
배,배
꿀떡,떡(꿀떡)
잡곡밥,멥쌀(백미)
쇠고기무국,마늘
오리주물럭,마늘
도라지진미채볶음,"도라지/껍질제거(깐것), 실채"
깍두기,김치(깍두기)
맑은두부동태국,마늘
김치도토리묵무침,마늘
단호박베이컨볶음,마늘
수박,수박
불고기낙지전골,무(조선무)
닭갈비,마늘
다시마부각,설탕(황설탕)
적포도(레드글러브),포도(레드글로브)
기장밥,기장
햄모듬찌개,마늘
어향소스가지튀김,마늘
훈제오리고기,오리고기/슬라이스
베트남쌀국수,레몬
백김치,김치(백김치)
골든파인애플,파인애플/비가식부위제거
해산물샐러드,마늘
닭곰탕(감자),마늘
쥐포우엉조림,마늘
체리,체리
리치주스,과채주스(패션후르츠천연과즙)
들깨수제비국,양파
알감자조림,마늘
어묵떡잡채,당근
돈육카레라이스,멥쌀(백미)
오이맛살냉채,양파
닭강정,땅콩/볶은것
강낭콩밥,멥쌀(백미)
갈비탕,마늘
달걀찜,당근
해물칠리소스볶음,마늘
현미수수밥,멥쌀(백미)
근대된장국,마늘
새우크림까스,양파
맑은감자국,마늘
머위대들깨볶음,마늘
생강향고등어데리야키,생강/껍질제거(깐것)
깻잎김치,김치(깻잎김치)
할맥보리밥,멥쌀(백미)
북어달걀국,마늘
폭찹,마늘
부추전,당근
토마토파인즙,토마토
날치알김치볶음밥,멥쌀(백미)
당근케익,"호두/껍질제거(깐것), 다진것"
육개장,마늘
참나물들깨무침,당근
깐풍새우탕수,마늘
동태알탕,마늘
애호박새우살볶음,마늘
돈육바베큐구이,파인애플
바지락열무된장국,마늘
해파리냉채,배
쇠고기청경채볶음,마늘
해물탕,마늘
아삭고추무침,마늘
감자전,감자
닭봉구이,마늘
녹두닭죽,밤
핫도그,핫도그
두부새우젓국,마늘
양배추쌈,마늘
귤,감귤(임온주)
탕평채,당근
훈제오리구이와무쌈,오리고기/슬라이스
망고용과샐러드,망고
콩나물오이냉국,콩나물
모듬견과류조림,땅콩/삶은것
임연수카레구이,생강/껍질제거(깐것)
자장잡채밥,멥쌀(백미)
팽이미소된장국,마늘
수제깨찰빵,달걀
자두,자두
버팔로윙,마늘
오절판/무쌈,당근
건새우아욱국,"마늘/껍질제거(깐것), 꼭지제거"
파래자반,파래자반
낙지비빔밥,멥쌀(백미)/친환경
조갯살미역국,"마늘/껍질제거(깐것), 꼭지제거"
수제함박스테이크,배
브로콜리땅콩소스무침,"땅콩/볶은것, 껍질제거(깐것), 조각낸것"
차수수밥(현미),기능성기장(칼슘강화)
가츠오장국,무(조선무)/세척한것
새우또띠아,양파/껍질제거(깐것)
불고기비빔밥,멥쌀(백미)/친환경
조각케이크,조각케이크(초코조각케이크)
오리주물럭,당근
연어오븐구이,"연어살/구이용, 껍질있는것(안깐것)"
깨순나물무침,당근
수제탕수육,"마늘/껍질제거(깐것), 꼭지제거"
저염쌈장,"마늘/껍질제거(깐것), 꼭지제거"
달걀후라이,달걀
훈제오리볶음밥,멥쌀(백미)/친환경
가자미살튀김&양념소스,"마늘/껍질제거(깐것), 꼭지제거"
곤드레나물밥&양념간장,멥쌀(백미)/친환경
햄모듬찌개&조랭이떡사리,"마늘/껍질제거(깐것), 꼭지제거"
양송이크림스프,양파/껍질제거(깐것)
설렁탕/당면사리,"마늘/껍질제거(깐것), 꼭지제거"
곤약젤리,젤리음료/사과맛
핫도그&케첩,핫도그/냉동
해물떡볶음,당근
망고,아이스망고
참치채소비빔밥,멥쌀(백미)/친환경
반반순살치킨,"마늘/껍질제거(깐것), 꼭지제거"
딸기잼,잼(딸기잼)/소포장
북어계란국,마늘/친환경
수육/상추쌈,상추
메론,멜론(머스크멜론)
새송이들깨볶음,당근
갈치카레튀김,갈치
갓된장무침,"마늘/껍질제거(깐것), 꼭지제거"
코다리순살강정,"명태(코다리)/구이용, 내장제거, 비가식부위제거, 절단된것"
혼합잡곡밥.,멥쌀(백미)/친환경
등갈비조림,"마늘/껍질제거(깐것), 꼭지제거"
감자새알만두국,"마늘/껍질제거(깐것), 꼭지제거"
깻잎감자전,감자
삼치조림,"마늘/껍질제거(깐것), 꼭지제거"
오리훈제무침,당근
동태맑은국,무(조선무)
너비아니구이/간장소스,"마늘/껍질제거(깐것), 꼭지제거"
연두부/양념장,"마늘/껍질제거(깐것), 꼭지제거"
자반고등어구이,"고등어/구이용, 염장, 내장제거, 비가식부위제거, 절단된것"
청경채버섯무침,느타리버섯
삼겹살김치볶음,"마늘/껍질제거(깐것), 꼭지제거"
카레,당근
갈릭떡갈비스틱조림,"마늘/껍질제거(깐것), 꼭지제거"
계란말이,당근/친환경
바지락순두부찌개,"마늘/껍질제거(깐것), 꼭지제거"
치즈돈가스,달걀
옥수수달걀찜,당근
낙지볶음,당근/친환경
쇠고기육개장,"마늘/껍질제거(깐것), 꼭지제거"
오징어브로콜리무침,"마늘/껍질제거(깐것), 꼭지제거"
애호박볶음,"마늘/껍질제거(깐것), 꼭지제거"
숙주맛살무침,"마늘/껍질제거(깐것), 꼭지제거"
두부쑥갓무침,쑥갓
청포묵김가루무침,"마늘/껍질제거(깐것), 꼭지제거"
애호박청경채볶음,당근
파간장불고기,당근
참치계란말이,당근
견과류파래자반볶음,"땅콩/볶은것, 껍질제거(깐것)"
두부새우칠리소스조림,"마늘/껍질제거(깐것), 꼭지제거"
소시지야채볶음,당근
등갈비찜,"마늘/껍질제거(깐것), 꼭지제거"
도토리묵오이무침,"마늘/껍질제거(깐것), 꼭지제거"
새우살파래전,양파
콩나물어묵국,무(조선무)
브로콜리오징어샐러드,브로콜리
바지락쑥국,"마늘/껍질제거(깐것), 꼭지제거"
갑오징어미나리초무침,당근
감자당근조림,당근
매생이떡국,"마늘/껍질제거(깐것), 꼭지제거"
달걀날치알찜,양파
잔멸치아스파라가서볶음,아스파라거스
닭찜,당근
토마토새우달걀볶음,토마토
눈꽃치즈,치즈(눈꽃치즈)
삼치간장조림,파(대파)
새알들깨미역국,디포리
오징어튀김,"오징어/껍질있는것(안깐것), 링모양"
가지양념구이,당근
연근들깨소스무침,"연근/껍질제거(깐것), 슬라이스"
파프리카찹스테이크,파인애플
양배추찜쌈장,양배추/친환경
옥수수버터구이,버터
갈치구이,갈치
삼치오븐구이,삼치
깐쇼새우조랭이강정,"마늘/껍질제거(깐것), 꼭지제거"
들깨단배추국,"마늘/껍질제거(깐것), 꼭지제거"
떡갈비&베이비채소,양배추/친환경
순살고추장닭볶음탕,당근
갈비만두,만두(갈비만두)
북어무국,마늘/친환경
돼지갈비단호박찜,당근
차돌된장찌개,"마늘/껍질제거(깐것), 꼭지제거"
오리훈제&무쌈,양파
땅콩멸치볶음,"땅콩/볶은것, 껍질제거(깐것), 조각낸것"
두부미소된장국,"마늘/껍질제거(깐것), 꼭지제거"
닭살데리야끼소스오븐구이,당근
골뱅이수제비초무침,사과
조기구이,조기
야채소면무침,당근
돈육버섯불고기,배
김치숙주녹두전,마늘
고등어순살구이,고등어/순살
닭윙간장오븐구이,마늘
소면닭곰탕,마늘/친환경
볶은김치,양파
모듬버섯오븐구이,양송이버섯
쌈채소&쌈장,당근
조랭이떡달걀국,"마늘/껍질제거(깐것), 꼭지제거"
베이컨양송이토마토스파게티,양파
새우부추전,당근
배추김치비빔국수,오이
누룽지숭늉,누룽지
근대바지락된장국,"마늘/껍질제거(깐것), 꼭지제거"
가자미오븐구이,가자미
펜네파스타샐러드,토마토(대추방울토마토)
어묵우동한그릇,마늘
