FOOD_NM,INGREDIENTS,TYPE,Quantity
황태두부국(오),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
애호박베이컨볶음(오),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
아귀강정(오),양파/껍질제거(깐것),반찬,25176.290572047375
통살새우까스(오),패티(새우패티),반찬,16397.790179667103
콘소스(오),사과,반찬,16397.790179667103
쌀눈쌀보리밥,기능성멥쌀(가바),밥,79709.69166727668
부대찌개(초),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
가지호박무침(초),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
블랙오리불고기(오),당근/껍질제거(깐것),반찬,24922.286964152172
푸딩(요거트),푸딩(요거트푸딩),후식,27295.441232129302
닭다리살훈제&머스터드,허니머스터드소스/소포장,반찬,16397.790179667103
꿀토마토(초),토마토,후식,27944.26327483935
자두(초),자두,후식,27295.441232129302
귀리밥(초),귀리(쌀귀리)/일반,밥,74164.97821358038
쇠고기떡국,당근/껍질제거(깐것),국,43775.22641848549
피자맛너비아니구이(수제)돈/우,배,반찬,16397.790179667103
말랑피치,젤리음료/복숭아맛,후식,27295.441232129302
청차조밥(초),멥쌀(백미),밥,133715.50784673748
노각무침(초),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
현미찹쌀기장밥(국제),기장,밥,79709.69166727668
수제초코파이,파이(초코파이),후식,27295.441232129302
쥐눈이콩밥(국제),멥쌀(백미)/GAP,밥,117700.9166078789
된장찌개(표준),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
봄나물겉절이(국제),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
불닭갈비(국제),"파인애플/껍질제거(깐것), 조각낸것",반찬,17018.727068436594
꽈리초멸치볶음,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
베이컨계란말이(국제),당근,반찬,24604.037077778852
쿠키생크림단팥빵,단팥빵,후식,27295.441232129302
파인애플바(고),"파인애플/껍질제거(깐것), 조각낸것",후식,27655.157788856934
갈만탕(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
부추겉절이(국제),당근,반찬,24604.037077778852
깍두기(국제),김치(깍두기),김치,35265.159558566724
쌀밥(국제),멥쌀(백미)/GAP,밥,117700.9166078789
삼계탕(국제),밤/껍질제거(깐것),국,36659.65573273354
모둠채소감자조림(국제),당근,반찬,24604.037077778852
건새우견과볶음(국제),아몬드/슬라이스,반찬,16397.790179667103
망고주스,주스(망고주스),후식,27295.441232129302
마카롱(프리미엄),마카롱(라즈베리마카롱),후식,27295.441232129302
어묵매운탕(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
모듬야채샐러드(발사믹),양파/껍질제거(깐것),반찬,25176.290572047375
꿀간장닭봉조림,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
스파게티/토마토,토마토,밥,73959.57056144191
알타리무김치(국제),김치(총각김치),김치 ,33402.95294653254
수제마늘빵,마늘빵/생지,후식,27156.13642624471
골드키위(국제),키위(골드참다래),후식,38376.09003059513
열무비빔밥(국제),멥쌀(백미)/GAP,밥,117700.9166078789
근대재첩국(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
모듬과일(수박),"멜론(머스크멜론)/껍질제거(깐것), 슬라이스",후식,27693.17109729735
패스츄리새우피자,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
비타민주스,주스(다채(그린비타민)주스),후식,27295.441232129302
강황쌀완두콩밥(국제),멥쌀(백미)/GAP,밥,117700.9166078789
닭개장(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
모듬야채샐러드(유자),토마토(대추방울토마토),후식,27944.26327483935
달고기카레구이,고추(붉은고추(홍고추)),반찬,16050.66925341235
배추김치(국제),김치(배추김치),김치,107287.29966076983
완숙토마토(고),토마토(대추방울토마토),후식,27944.26327483935
영양밥(국제),밤/껍질제거(깐것),밥,74277.3570181611
쇠고기미역국(국제),"멸치(큰멸치, 대멸)",국,37599.81763583613
삼색나물(콩/방풍/가지),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
치즈불닭(국제),"사과(부사, 후지)",반찬,16397.790179667103
우리쌀케이크,조각케이크(레드벨벳조각케이크),후식,27295.441232129302
갈비탕(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
분모자불떡볶이,당근,반찬,24604.037077778852
탱탱새우부추전(국제),당근,반찬,24604.037077778852
오리엔탈치커리무침,양파/껍질제거(깐것),반찬,25176.290572047375
속청콩밥(추천),멥쌀(백미)/GAP,밥,117700.9166078789
단배추조갯살된장국,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
모듬야채스틱,"마늘/껍질제거(깐것), 꼭지제거",후식,25619.336451267292
세발돌나물무침(국제),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
버터플라이새우치즈구이,마늘/국산,반찬,32457.740063461824
깻잎지(국제),깻잎통조림,반찬,16397.790179667103
요구르트/무지방,발효유(액상요구르트)/무가당,후식,41508.907688836836
쇠고기콩나물국(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
아몬드멸치조림(국제),아몬드/슬라이스,반찬,16397.790179667103
갑오징어곤약조림(국제),깨(참깨)/볶은것,반찬,16738.63296610205
나쵸치킨샐러드,사과,후식,27295.441232129302
생크림크로칸슈,슈크림빵,후식,27295.441232129302
홍국쌀병아리콩밥(국제),기능성찹쌀(홍국균),밥,79709.69166727668
추어탕(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
코다리살엿장조림(국제),"땅콩/볶은것, 껍질제거(깐것), 조각낸것",반찬,17412.569761358358
담양떡갈비(국제),밤/껍질제거(깐것),반찬,17240.592818570156
청포도&적포도,포도(레드글로브),후식,11171.084605102675
검정쌀밥(국제),멥쌀(백미)/GAP,밥,117700.9166078789
고구마빵,케이크(고구마무스),후식,24171.646090295915
마늘쫑고추장무침(추천),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
땡초부추전(국제),당근,반찬,24604.037077778852
야채쌈오리,당근,반찬,24604.037077778852
온국수(국제),당근,밥,89468.92476920386
닭통살꼬치,빵가루(프라이드닭꼬치),반찬,16397.790179667103
오렌지민트주스,주스(과일채소샐러드주스),후식,27295.441232129302
삶은계란(표준),달걀(전란),반찬,7941.589728784238
모양설기,시루떡(딸기잼설기),반찬,16397.790179667103
상추오이파겉절이(고),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
칠리소스닭봉구이(국제),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
새송이가지전(국제),큰느타리버섯(새송이버섯),반찬,16397.790179667103
해물된장찌개(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
치킨샐러드(국제),토마토(방울토마토(체리토마토))/샐러드용,반찬,16525.3490447718
라운드햄구이(국제),달걀(전란),반찬,7941.589728784238
오이소박이(국제),"마늘/껍질제거(깐것), 꼭지제거",김치,30809.207088077244
사과(친환경),사과/친환경,후식,34677.13686648993
단호박스프(국제),양파/껍질제거(깐것),국,35869.748342188075
루꼴라스파게티/토마토,토마토,밥,73959.57056144191
목살스테이크(국제),"사과(부사, 후지)",반찬,16397.790179667103
사천마라찜닭,당근,반찬,24604.037077778852
숙주부추무침(국제),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
참나물전(국제),당근,반찬,24604.037077778852
경주빵,경주빵,후식,27295.441232129302
그린카레라이스,멥쌀(백미)/GAP,밥,117700.9166078789
들깨미역국(추천),디포리,국,37599.81763583613
블럭치즈돈카츠,"사과(부사, 후지)",반찬,16397.790179667103
흑당버블라떼,우유,후식,27295.441232129302
강황블루베리쌀밥(국제),"기능성멥쌀(강황, 울금)",밥,79709.69166727668
대합미역국(중등),디포리,국,37599.81763583613
청포묵토마토샐러드,레몬/일반,후식,27501.82077948643
달래오코노모야끼(국제),마,반찬,16397.790179667103
당근사과주스,과채주스(당근농축과즙),후식,27192.2901834496
쌀보리밥(국제),멥쌀(백미)/GAP,밥,117700.9166078789
육칼국수,"마늘/껍질제거(깐것), 꼭지제거",밥,74902.81890342632
참나물들깨가루무침(국제),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
돼지고기불고기(국제),배,반찬,16397.790179667103
삼치데리야끼구이(국제),양파/껍질제거(깐것),반찬,25176.290572047375
삼색계란찜(국제),당근,반찬 ,41652.73220466958
오징어브로콜리초장(고),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
불낙전골(고),배,국,37599.81763583613
북어콩나물국(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
풋고추멸치조림,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
꽃두부구이,고추(붉은고추(홍고추)),반찬,16050.66925341235
등갈비양념구이,"사과(부사, 후지)",반찬,16397.790179667103
망고스틱,아이스망고,후식,27295.441232129302
아삭건강비빔밥,멥쌀(현미)/GAP,밥,146055.20601528464
근대모시조개국(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
우엉땅콩조림(국제),땅콩,반찬,16397.790179667103
먹물고르곤졸라피자,피자(오징어먹물피자),반찬,16397.790179667103
검정쌀속청콩밥,멥쌀(백미)/GAP,밥,117700.9166078789
우거지된장국(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
파인애플수육,당근,반찬,24604.037077778852
오이도라지무침(표준),"도라지/국산, 껍질제거(깐것)",반찬,16100.764603115884
해물김치전(국제),고추(붉은고추(홍고추)),반찬,16050.66925341235
우리밀로미아스,쿠키(피넛쿠키)/생지,반찬,17672.796450840182
메밀국수무침(고),키위,반찬,27224.435118683155
쇠고기국밥(밥포함),멥쌀(백미)/GAP,밥,117700.9166078789
통곡물잔멸치볶음(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
골뱅이깻잎닭강정,배,반찬,16397.790179667103
피치자몽에이드,레몬,후식,27348.17469255221
청국장찌개(표준),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
봉추찜닭(고),당근,반찬,24604.037077778852
파송송고갈비(국제),레몬,반찬,16866.58304678555
미니애플파이(국제),파이(파인애플파이)/생지,후식,27156.13642624471
카프레제샐러드(국제1),토마토,후식,27944.26327483935
다시마/양배추쌈(고),양배추,반찬,16397.790179667103
전복곤드레밥((국제),멥쌀(백미)/GAP,밥,117700.9166078789
미역바지락된장국,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
플라워치킨,해바라기유,반찬,16397.790179667103
수리취앙금떡,떡(수리취떡),반찬,16397.790179667103
과일오미자화채,블루베리/국산,후식,24575.58630204721
홍국쌀밥(국제),기능성찹쌀(홍국균),밥,79709.69166727668
단배추시래기된장국(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
샐러드파스타,토마토(방울토마토(체리토마토)),반찬,16525.3490447718
오리고기버섯불고기,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
그린빈야채굴소스볶음(국제),양파/껍질제거(깐것),국,35869.748342188075
치즈퐁듀,도넛(치즈도넛),후식,27295.441232129302
가지포도&청포도,포도(블랙올림피아),후식,11171.084605102675
모듬어묵국(고),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
야채샐러드(자몽레몬소스),자몽,후식,27295.441232129302
돈낙새전골(고),배,국,37599.81763583613
고등어양념구이(국제),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
플라워파이,파이,후식,27295.441232129302
어묵육개장(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
야채쌈장샐러드,당근,후식,35514.677298608294
갈릭소스수육,당근,반찬,24604.037077778852
쫄면콩나물무침,배,반찬,16397.790179667103
족발냉채(국제),배,국,37599.81763583613
어묵잡채(고),당근,반찬,24604.037077778852
고구마파이(참),파이(고구마파이)/생지,후식,27156.13642624471
메론(국제2),멜론(머스크멜론)/조각낸것,후식,34208.11884026004
모듬쌈/다양케(국제),양배추,반찬,16397.790179667103
순두부찌개/돈육(고),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
가지애호박볶음(고),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
교촌치킨(국제),"땅콩/간것(가루, 분말)",반찬,16397.790179667103
포도(크림슨),포도(크림슨),후식,11171.084605102675
삼색소보루비빔밥(국제),멥쌀(백미)/GAP,밥,117700.9166078789
참나물무침(추천),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
쑥절편,떡(쑥절편)/국산,후식,24575.58630204721
콩나물실곤약무침(국제),배,반찬,16397.790179667103
갈치구이양념(국내산),파(쪽파)/껍질제거(깐것),반찬,17240.592818570156
귤(하우스),감귤(임온주),후식,27716.230286294027
바지락살아욱국,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
만두품은달걀말이,깻잎,반찬,16397.790179667103
미숫가루(국제),미숫가루,후식,27295.441232129302
삼색나물(비름/콩나물/가지),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
브로콜리프리타타(국제),토마토(노란대추방울토마토),반찬,16525.3490447718
감귤유과,과자(조청함유과자),후식,27295.441232129302
닭날개두반장조림(국제),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
모듬야채겉절이(잎),당근,반찬,24604.037077778852
버섯시금치해물전(국제),양파/껍질제거(깐것),반찬,25176.290572047375
화이트슈,아이스슈,후식,27295.441232129302
물냉면(국제),배,밥,79709.69166727668
찐만두(왕만두),만두(왕만두),반찬,16397.790179667103
근대된장국(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
두부김치국(국제),"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
연근채소샐러드(흑임자),토마토(대추방울토마토),반찬,16525.3490447718
취나물된장무침(중등),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
새송이버섯계란전(국제),큰느타리버섯(새송이버섯),반찬,16397.790179667103
우리밀밥,멥쌀(백미)/GAP,밥,117700.9166078789
감말랭이잔멸치볶음(국제),감(말랭이),국,37599.81763583613
참나물부추겉절이(고),"마늘/껍질제거(깐것), 꼭지제거",김치,30809.207088077244
국물떡볶이&튀김,당근,반찬,24604.037077778852
과일우유화채,블루베리,후식,27295.441232129302
기장밥(중등)@,기장,밥,79709.69166727668
연두부된장국@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
목살찹스테이크(중등)@,파인애플(골드파인애플)/비가식부위제거,반찬,16397.790179667103
콜드파스타(중등)@,올리브(블랙올리브)/절인것,반찬,16397.790179667103
참치단배추조림(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
배추김치(영양),김치(배추김치),김치,107287.29966076983
적/청포도@,포도(골덴마스컷),후식,11171.084605102675
칼슘업밥(중등)@,기능성기장(칼슘강화),밥,79988.395169427
돼지등뼈감자탕@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
오리훈제/소스(중등)@,양파/껍질제거(깐것),반찬,25176.290572047375
미역줄기볶음(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
해물김치전(중등)@,당근,반찬,24604.037077778852
보쌈김치(중등)@,"밤/김치제조용, 껍질제거(깐것)",김치,33744.88083347728
토마토황도절임(중등)@,토마토,후식,27944.26327483935
하루야채15곡밥(중등)@,멥쌀(백미),밥,133715.50784673748
애플크라운파이(중등)@,파이(사과파이)/생지,후식,27156.13642624471
해물된장찌개(중등)@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
오향장육/순대(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
상추/깻잎/쌈장(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
양파부추초무침(중등)@,양파/껍질제거(깐것),반찬,25176.290572047375
건파래볶음밥(중등)@,멥쌀(백미),밥,133715.50784673748
꼬지어묵국(중등)@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
콩나물맛살무침(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
로제떡볶이(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
김말이튀김(중등_2개)@,해바라기유,반찬,16397.790179667103
망고쥬스(망고코코)@,주스(망고주스),후식,27295.441232129302
뉴욕식핫도그(중등)@,당근,후식,35514.677298608294
수제치킨텐더(중등)@,다채(그린비타민),반찬,16397.790179667103
감자튀김/갈릭후라이(중등)@,토마토케첩/파우치포장,반찬,16397.790179667103
파인애플(중등)@,파인애플(골드파인애플)/비가식부위제거,후식,27295.441232129302
시리얼/우유(중등)@,시리얼(과즙시리얼),후식,27295.441232129302
매콤토마토카레라이스/눈꽃치즈(,멥쌀(백미),밥,133715.50784673748
타코샐러드(중등)@,레몬,반찬,16866.58304678555
간장닭다리구이/100g(중등)@,닭고기(넓적다리)/일반,반찬,16414.118598468518
깍두기(영양),김치(깍두기),김치,35265.159558566724
요구르트/비피더스사과@,발효유(드링크요구르트)/사과맛,후식,41726.183624146004
팥차조밥(중등)@,차조,밥,79709.69166727668
쇠고기미역국(중등)@,디포리,국,37599.81763583613
얼큰돼지갈비찜/단호박(중등)@,배,반찬,16397.790179667103
치커리사과무침/유자고춧(중등)@,"사과(부사, 후지)",후식,27295.441232129302
달걀만두(중등)@,당근,반찬,24604.037077778852
비지미(물1),마늘/김치제조용,김치,51001.191551999895
깍두기(물량1일)@,마늘/김치제조용,김치,51001.191551999895
생크림와플(중등)@,분말/디저트용,후식,27295.441232129302
순대돼지국밥/양념장(중등)@,기능성멥쌀(쌀눈),밥,79709.69166727668
부추겉절이(중등_국밥용)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
소떡소떡/60g(중등)@,"마늘/껍질제거(깐것), 꼭지제거",후식,25619.336451267292
비지미(칼),김치(섞박지),김치,34157.2024565103
파인애플/방울토마토@,토마토(대추방울토마토),후식,27944.26327483935
크림스프/브로콜리(중등)@,당근,국,45130.09327053666
스파게티(중등)@,토마토(완숙토마토),밥,73959.57056144191
양상추샐러드/키위소스(중등)@,크랜베리/말린것(건조),후식,37307.40104757046
치즈떡갈비새우구이_떡갈새(중등,분말(파슬리분말),반찬,16397.790179667103
크로와상30g(중등)@,롤빵,후식,27295.441232129302
유기농아이스크림(중등)@,아이스크림/우유맛,후식,25065.958718736496
콩나물무채국@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
닭카레볶음(중등)@,당근,반찬,24604.037077778852
단배추나물(중등)@,마늘/김치제조용,김치,51001.191551999895
목화솜탕수/레몬소스(중등)@,레몬,반찬,16866.58304678555
찰옥수수알밥@,멥쌀(백미),밥,133715.50784673748
김치찌개/돈육(중등)@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
포크미트볼떡조림(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
달걀찜/기본(오븐)@,당근,반찬,24604.037077778852
다시마채무침(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
수박(중등),수박,후식,27219.990746609703
접어사각김밥(중등)@,멥쌀(백미),밥,133715.50784673748
우동/부식(중등)@,무(조선무),밥,80166.46932651056
매콤꼬지어묵/동인동(중등)@,무(조선무),반찬,16854.567838900974
물국수(중등)@,당근,밥,89468.92476920386
미니번햄버거/세트(중등)@,토마토,반찬,16525.3490447718
양념김치/국수(중등)@,"깨(참깨)/볶은것, 껍질제거(깐것)",밥,78496.12941965954
수제딸기에이드(중등)@,설탕(백설탕),후식,28295.126181832005
참치비빔밥(중등)@,멥쌀(백미),밥,133715.50784673748
치킨또띠아/라꾸라차(중등)@,양파/껍질제거(깐것),반찬,25176.290572047375
죠리퐁미숫가루(중등)@,과자(튀김쌀과자),후식,27295.441232129302
찰현미밥(중등)@,멥쌀(백미),밥,133715.50784673748
닭다리삼계탕@,밤/껍질제거(깐것),반찬,17240.592818570156
만두/비빔채소(중등)@,당근,반찬,24604.037077778852
오이고추된장무침(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
계란맛살말이@,당근,반찬,24604.037077778852
사과/파인애플@,"사과(부사, 후지)",후식,27295.441232129302
팽이버섯된장국(중등)@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
토마토치즈샐러(중등)@,토마토,후식,27944.26327483935
제육볶음(중등),배,반찬,16397.790179667103
지삼선(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
미소된장국@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
해물우동/매콤(중등)@,"마늘/껍질제거(깐것), 꼭지제거",밥,74902.81890342632
돈까스덮밥/80g(중등)@,멥쌀(백미),밥,133715.50784673748
단무지@,단무지(반달슬라이스단무지),반찬,16397.790179667103
골드키위/반(중등)@,키위(골드키위),후식,46058.975799615466
혼합잡곡밥@,멥쌀(백미),밥,133715.50784673748
순두부찌개/돈육(중등)@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
돈육메추리알장조림@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
참치마요/김구이(중등)@,양파/껍질제거(깐것),반찬,25176.290572047375
콩나물매콤무침(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
수제요구르트/블루베리요거트(중,바나나,후식,27295.441232129302
눈꽃치즈목살필라프(중등)@,멥쌀(백미),밥,133715.50784673748
들깨미역국/새알(중등)@,디포리,국,37599.81763583613
구운버섯샐러드/발사믹D(중등)@,토마토(대추방울토마토)/일반,후식,27361.631149721594
달걀후라이@,달걀,반찬,9577.335253789577
닭꼬지양념구이(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
수제청포도에이드(중등)@,설탕(백설탕),후식,28295.126181832005
닭개장(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
실곤약야채무침(중등)@,당근,반찬,24604.037077778852
고구마맛탕/츄러스(중등)@,"생강/국산, 껍질제거(깐것)",후식,26244.493224359256
새송이너비아니구이/2개(중등)@,큰느타리버섯(새송이버섯),반찬,16397.790179667103
요구르트(80ml),발효유(액상요구르트),후식,41508.907688836836
근대된장국(중등)@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
오절판(중등)@,당근,반찬,24604.037077778852
오리고기버섯볶음(떡_중등)@,당근,반찬,24604.037077778852
미니소세지페이스트리(중등)@,페이스트리(치즈페이스트리),후식,27295.441232129302
돈코츠라멘(중등)@,"마늘/껍질제거(깐것), 꼭지제거",밥,74902.81890342632
오이무침/중국식(중등)@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
스노우타코야끼_1(중등)@,파슬리/말린것(건조),반찬,26344.860336657734
완두콩밥(중등)@,멥쌀(백미),밥,133715.50784673748
쇠고기국/뼈(중등)@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
모듬묵무침(중등)@,당근,반찬,24604.037077778852
닭봉딸기잼구이/3개(중등)@,"사과(부사, 후지)",반찬,16397.790179667103
가자미포튀김@,생강/껍질제거(깐것),반찬,17240.592818570156
청포도/방울토마토@,토마토(대추방울토마토),후식,27944.26327483935
비빔밥(지단)/약고추장(중등)@,멥쌀(백미),밥,133715.50784673748
단배추된장국(중등)@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
치즈돈까스80g/소스(중)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
열무물김치/영양(중등)@,김치(열무물김치),김치,34157.2024565103
수제식혜(중등)@,멥쌀(백미),후식,77287.9905122814
물만두국(중등)@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
근대나물무침(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
후루룩떡볶이/두끼St(중등)@,당근,반찬,24604.037077778852
롱오징어튀김/동강(중등)@,해바라기유,반찬,16397.790179667103
고등어포데리소스구이@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
쿨피스/파인(중등)@,유산균음료/파인애플맛(파인맛),후식,27295.441232129302
돼지수육/순대(쌈장제외)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
방울어묵피망볶음@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
열대과일망고펀치/에이드(중등)@,"망고/껍질제거(깐것), 조각낸것",후식,28066.1090947921
분모자찜닭(중등)@,당근,반찬,24604.037077778852
오이/파프리카/쌈장(중등),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
두부달걀전(중등)@,달걀,반찬,9577.335253789577
아이스망고바(중등)@,아이스망고,후식,27295.441232129302
흔들도시락(중등)@,멥쌀(백미),밥,133715.50784673748
볶음김치/흔들도시락@,"깨(참깨)/볶은것, 껍질제거(깐것)",김치,33473.87988917259
단오수리취떡(중등)@,떡(수리취팥떡),반찬,16397.790179667103
수제레몬에이드(중등)@,레몬,후식,27348.17469255221
마늘쫑멸치볶음(중등)@,마늘종,반찬,16397.790179667103
계란말이/시금치(중등)@,당근,반찬,24604.037077778852
연어스테이크/데코/소스@,토마토(방울토마토(체리토마토)),반찬,16525.3490447718
열무물김치/물1(중등)@,배/김치제조용,김치,33407.09629023027
단호박스프/크루통(중등)@,양파/껍질제거(깐것),국,35869.748342188075
양상추황도샐러드/유자소스(중등,크랜베리/말린것(건조),후식,37307.40104757046
일미도라지무침(중등)@,"도라지/껍질제거(깐것), 채썬것(세절)",반찬,16643.130095537
매운돈까스(완제_중등)@,양파/껍질제거(깐것),반찬,25176.290572047375
자두쥬스/풀(중등)@,"주스(자두주스, 플럼주스)",후식,27295.441232129302
캠핑구이/소감돈(중등)@,파인애플,반찬,16397.790179667103
냉메밀국수(중등)@,"마늘/껍질제거(깐것), 꼭지제거",밥,74902.81890342632
치킨스테이크(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
알감자꼬치/칠리소스(중등),"감자(알감자)/삶은것, 껍질제거(깐것)",반찬,14986.508859769583
짬뽕국/당면(중등)@,당근,국,45130.09327053666
자장떡볶음(떡/어묵)@,당근,반찬,24604.037077778852
모듬탕수/레몬소스(돼/아/버/중등,레몬,반찬,16866.58304678555
달걀탕(크래미)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
애호박새송이볶음@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
마파두부(돈육)@,당근,반찬,24604.037077778852
수제치킨까스/머스터드(중등)@,생강/껍질제거(깐것),반찬,17240.592818570156
삼겹낙지덮밥(중등)@,기능성멥쌀(쌀눈),밥,79709.69166727668
황태/북어계란국(중등)@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
콩나물무채무침(중등)@,"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
고구마고로케(중등)@,토마토케첩/파우치포장,반찬,16397.790179667103
나박김치-1주일전(중등)@,"마늘/껍질제거(깐것), 꼭지제거",김치,30809.207088077244
조랭이떡국@,"마늘/껍질제거(깐것), 꼭지제거",국,34313.284938573386
브로콜리/오징어/초고추장(중등),"마늘/껍질제거(깐것), 꼭지제거",반찬,15226.237885697512
닭갈비/치떡고(중등)@,당근,반찬,24604.037077778852
김-1인/조미@,김(구운김)/조미한것,반찬,15956.50129845893
과일화채/수박(중등)@,바나나,후식,27295.441232129302
목살찹스테이크덮밥(중등)@,멥쌀(백미),밥,133715.50784673748
왕교자만두(2개/중등)@,"깨(참깨)/볶은것, 껍질제거(깐것)",반찬,16454.14944004748
뻥크림(중등)@,튀밥(튀긴쌀),후식,27295.441232129302
오색보리밥(중등)@,멥쌀(백미),밥,133715.50784673748
